Year,Month,Day,Quarter,Date_ID
2015,7,6,3,2412
2014,12,11,4,2413
2014,12,11,4,2414
2016,12,29,4,2415
2015,6,7,2,2416
2017,12,10,4,2417
2017,12,10,4,2418
2016,5,21,2,2419
2017,9,11,3,2420
2017,9,11,3,2421
2016,4,18,2,2422
2016,4,18,2,2423
2017,12,25,4,2424
2017,12,25,4,2425
2017,12,25,4,2426
2017,12,25,4,2427
2016,11,6,4,2428
2016,11,6,4,2429
2016,11,6,4,2430
2017,5,13,2,2431
2017,12,28,4,2432
2014,3,25,1,2433
2017,5,28,2,2434
2015,11,14,4,2435
2015,11,14,4,2436
2017,3,7,1,2437
2014,11,18,4,2438
2014,11,18,4,2439
2017,7,17,3,2440
2016,5,22,2,2441
2016,5,22,2,2442
2016,5,22,2,2443
2016,5,22,2,2444
2016,5,22,2,2445
2016,5,22,2,2446
2015,9,25,3,2447
2016,10,31,4,2448
2015,9,14,3,2449
2016,5,11,2,2450
2017,3,17,1,2451
2017,3,17,1,2452
2017,3,17,1,2453
2017,3,17,1,2454
2017,3,17,1,2455
2017,3,17,1,2456
2017,3,17,1,2457
2017,3,17,1,2458
2017,3,17,1,2459
2017,8,15,3,2460
2015,11,7,4,2461
2015,11,7,4,2462
2017,3,12,1,2463
2017,3,12,1,2464
2017,3,12,1,2465
2017,3,12,1,2466
2017,4,5,2,2467
2017,4,5,2,2468
2017,4,5,2,2469
2017,4,5,2,2470
2016,1,22,1,2471
2016,1,22,1,2472
2016,1,22,1,2473
2016,3,11,1,2474
2016,3,11,1,2475
2016,3,11,1,2476
2016,3,11,1,2477
2017,4,9,2,2478
2014,9,13,3,2479
2017,6,19,2,2480
2017,6,19,2,2481
2017,12,24,4,2482
2017,8,28,3,2483
2017,8,28,3,2484
2017,8,28,3,2485
2017,8,28,3,2486
2015,2,1,1,2487
2015,2,1,1,2488
2015,2,1,1,2489
2015,9,10,3,2490
2015,9,10,3,2491
2014,12,13,4,2492
2014,11,19,4,2493
2016,10,9,4,2494
2016,10,9,4,2495
2014,6,16,2,2496
2015,9,26,3,2497
2015,9,26,3,2498
2016,5,19,2,2499
2017,6,22,2,2500
2017,6,17,2,2501
2017,6,17,2,2502
2017,6,17,2,2503
2016,11,14,4,2504
2014,7,25,3,2505
2014,7,25,3,2506
2014,7,25,3,2507
2015,2,7,1,2508
2017,2,3,1,2509
2017,2,3,1,2510
2016,11,18,4,2511
2015,4,18,2,2512
2017,2,12,1,2513
2016,11,11,4,2514
2016,11,11,4,2515
2014,5,9,2,2516
2014,11,15,4,2517
2017,2,5,1,2518
2016,10,15,4,2519
2016,10,15,4,2520
2016,10,15,4,2521
2016,10,15,4,2522
2016,10,15,4,2523
2016,10,15,4,2524
2015,6,4,2,2525
2015,6,4,2,2526
2015,6,4,2,2527
2015,6,4,2,2528
2015,6,4,2,2529
2014,10,24,4,2530
2014,8,17,3,2531
2014,8,17,3,2532
2014,8,17,3,2533
2014,8,17,3,2534
2017,8,15,3,2535
2015,6,9,2,2536
2015,1,27,1,2537
2015,1,27,1,2538
2015,1,27,1,2539
2015,7,16,3,2540
2015,7,16,3,2541
2016,4,30,2,2542
2014,9,26,3,2543
2016,8,9,3,2544
2016,8,9,3,2545
2017,4,16,2,2546
2017,4,16,2,2547
2015,8,16,3,2548
2015,8,16,3,2549
2015,8,16,3,2550
2015,8,16,3,2551
2017,11,19,4,2552
2017,11,19,4,2553
2016,9,14,3,2554
2016,8,15,3,2555
2015,9,26,3,2556
2016,8,10,3,2557
2015,3,24,1,2558
2015,5,31,2,2559
2015,5,31,2,2560
2015,5,31,2,2561
2015,12,25,4,2562
2015,12,25,4,2563
2015,3,17,1,2564
2015,3,17,1,2565
2017,12,21,4,2566
2017,1,11,1,2567
2017,1,11,1,2568
2017,7,9,3,2569
2017,12,27,4,2570
2017,12,27,4,2571
2017,7,16,3,2572
2016,12,8,4,2573
2017,9,7,3,2574
2014,11,22,4,2575
2014,11,22,4,2576
2014,11,22,4,2577
2014,11,22,4,2578
2014,1,26,1,2579
2014,1,26,1,2580
2014,1,26,1,2581
2014,1,26,1,2582
2014,1,26,1,2583
2014,1,26,1,2584
2014,1,26,1,2585
2015,3,11,1,2586
2017,6,30,2,2587
2017,6,30,2,2588
2016,5,5,2,2589
2016,5,5,2,2590
2016,8,9,3,2591
2016,8,9,3,2592
2017,11,24,4,2593
2017,11,24,4,2594
2017,5,13,2,2595
2017,5,13,2,2596
2017,5,13,2,2597
2017,5,13,2,2598
2017,5,13,2,2599
2017,4,23,2,2600
2017,4,23,2,2601
2016,4,6,2,2602
2016,4,6,2,2603
2016,4,6,2,2604
2016,4,6,2,2605
2014,12,16,4,2606
2016,4,3,2,2607
2014,11,25,4,2608
2014,11,25,4,2609
2014,11,25,4,2610
2014,11,25,4,2611
2014,11,25,4,2612
2014,11,25,4,2613
2016,4,28,2,2614
2014,4,26,2,2615
2014,4,26,2,2616
2017,1,4,1,2617
2017,1,4,1,2618
2017,12,22,4,2619
2017,12,22,4,2620
2017,12,22,4,2621
2017,12,22,4,2622
2014,3,12,1,2623
2017,10,22,4,2624
2017,10,22,4,2625
2017,10,22,4,2626
2017,10,22,4,2627
2017,11,13,4,2628
2017,11,13,4,2629
2017,11,13,4,2630
2015,10,9,4,2631
2017,5,15,2,2632
2017,5,15,2,2633
2017,5,15,2,2634
2015,5,7,2,2635
2015,5,7,2,2636
2015,8,15,3,2637
2017,12,6,4,2638
2017,12,6,4,2639
2017,12,6,4,2640
2017,12,6,4,2641
2015,2,20,1,2642
2016,12,29,4,2643
2016,4,17,2,2644
2016,4,17,2,2645
2014,7,9,3,2646
2014,7,9,3,2647
2014,7,9,3,2648
2014,7,9,3,2649
2014,7,9,3,2650
2016,9,26,3,2651
2017,9,17,3,2652
2017,9,17,3,2653
2017,9,17,3,2654
2017,9,17,3,2655
2017,9,17,3,2656
2017,9,17,3,2657
2017,9,17,3,2658
2016,8,16,3,2659
2015,12,24,4,2660
2017,11,28,4,2661
2017,11,28,4,2662
2017,4,14,2,2663
2016,1,5,1,2664
2016,1,5,1,2665
2016,1,5,1,2666
2016,1,10,1,2667
2016,1,10,1,2668
2015,8,25,3,2669
2015,8,25,3,2670
2014,9,9,3,2671
2014,9,9,3,2672
2014,9,9,3,2673
2014,9,9,3,2674
2017,3,12,1,2675
2017,11,27,4,2676
2017,11,27,4,2677
2014,6,21,2,2678
2014,6,21,2,2679
2017,1,21,1,2680
2017,1,21,1,2681
2017,1,21,1,2682
2017,1,21,1,2683
2017,1,21,1,2684
2017,6,29,2,2685
2016,6,9,2,2686
2016,6,9,2,2687
2016,4,8,2,2688
2015,12,11,4,2689
2014,6,30,2,2690
2017,4,12,2,2691
2016,8,28,3,2692
2016,8,28,3,2693
2016,1,22,1,2694
2014,10,15,4,2695
2016,7,2,3,2696
2014,3,18,1,2697
2014,3,18,1,2698
2014,3,18,1,2699
2014,3,18,1,2700
2014,3,18,1,2701
2014,3,18,1,2702
2014,3,18,1,2703
2014,5,24,2,2704
2017,11,7,4,2705
2017,6,16,2,2706
2017,6,16,2,2707
2017,6,16,2,2708
2015,1,30,1,2709
2015,1,30,1,2710
2015,11,12,4,2711
2017,9,10,3,2712
2017,7,29,3,2713
2014,4,25,2,2714
2015,1,12,1,2715
2014,4,12,2,2716
2017,8,26,3,2717
2014,7,9,3,2718
2017,12,21,4,2719
2014,6,12,2,2720
2014,4,11,2,2721
2014,4,11,2,2722
2016,4,14,2,2723
2014,4,10,2,2724
2014,4,10,2,2725
2017,7,11,3,2726
2017,7,11,3,2727
2017,12,22,4,2728
2017,12,22,4,2729
2017,2,13,1,2730
2017,2,13,1,2731
2017,2,13,1,2732
2014,2,7,1,2733
2014,2,7,1,2734
2015,2,21,1,2735
2015,11,13,4,2736
2015,11,13,4,2737
2015,11,13,4,2738
2015,11,13,4,2739
2017,4,16,2,2740
2017,4,16,2,2741
2016,2,25,1,2742
2014,4,11,2,2743
2015,6,20,2,2744
2015,6,20,2,2745
2017,7,8,3,2746
2014,12,5,4,2747
2015,11,22,4,2748
2015,4,12,2,2749
2014,8,6,3,2750
2014,8,8,3,2751
2014,5,26,2,2752
2015,4,17,2,2753
2015,4,17,2,2754
2015,4,17,2,2755
2015,4,17,2,2756
2015,4,17,2,2757
2016,11,6,4,2758
2016,11,3,4,2759
2016,11,3,4,2760
2014,5,26,2,2761
2017,12,10,4,2762
2017,12,10,4,2763
2017,6,22,2,2764
2017,6,22,2,2765
2017,6,22,2,2766
2017,1,15,1,2767
2017,1,15,1,2768
2015,2,4,1,2769
2015,2,4,1,2770
2015,2,4,1,2771
2016,3,9,1,2772
2017,10,12,4,2773
2016,11,22,4,2774
2017,11,11,4,2775
2016,10,21,4,2776
2015,12,21,4,2777
2015,7,17,3,2778
2017,4,30,2,2779
2017,4,30,2,2780
2017,6,5,2,2781
2017,11,20,4,2782
2016,11,11,4,2783
2016,5,11,2,2784
2016,9,10,3,2785
2015,9,21,3,2786
2015,9,21,3,2787
2014,2,12,1,2788
2014,2,12,1,2789
2014,2,12,1,2790
2014,9,21,3,2791
2014,9,21,3,2792
2014,9,21,3,2793
2014,12,4,4,2794
2014,12,4,4,2795
2014,12,4,4,2796
2014,12,4,4,2797
2017,10,20,4,2798
2017,10,20,4,2799
2017,10,20,4,2800
2016,10,25,4,2801
2015,1,11,1,2802
2017,3,11,1,2803
2015,12,5,4,2804
2015,12,5,4,2805
2015,7,9,3,2806
2015,7,25,3,2807
2015,7,25,3,2808
2015,7,25,3,2809
2015,7,25,3,2810
2015,11,16,4,2811
2015,11,16,4,2812
2015,11,16,4,2813
2015,11,16,4,2814
2015,11,16,4,2815
2015,1,9,1,2816
2015,1,9,1,2817
2015,1,9,1,2818
2015,1,9,1,2819
2016,5,5,2,2820
2016,5,5,2,2821
2016,12,31,4,2822
2017,9,18,3,2823
2017,9,18,3,2824
2014,9,25,3,2825
2014,9,25,3,2826
2014,9,25,3,2827
2014,9,25,3,2828
2016,4,23,2,2829
2016,4,23,2,2830
2016,4,23,2,2831
2014,1,11,1,2832
2014,1,11,1,2833
2017,1,26,1,2834
2017,1,26,1,2835
2017,11,11,4,2836
2017,11,11,4,2837
2017,11,11,4,2838
2016,9,6,3,2839
2015,3,9,1,2840
2014,3,14,1,2841
2017,8,31,3,2842
2017,3,23,1,2843
2017,5,18,2,2844
2016,12,27,4,2845
2017,11,17,4,2846
2017,10,9,4,2847
2017,8,4,3,2848
2017,8,4,3,2849
2016,11,28,4,2850
2016,2,6,1,2851
2017,12,17,4,2852
2016,3,19,1,2853
2016,3,19,1,2854
2017,8,20,3,2855
2017,7,25,3,2856
2016,8,26,3,2857
2016,8,15,3,2858
2017,5,19,2,2859
2017,5,19,2,2860
2017,5,19,2,2861
2017,5,19,2,2862
2017,12,8,4,2863
2017,8,13,3,2864
2017,8,13,3,2865
2017,8,13,3,2866
2017,8,13,3,2867
2016,10,11,4,2868
2016,10,11,4,2869
2017,12,6,4,2870
2014,3,22,1,2871
2014,3,22,1,2872
2017,6,15,2,2873
2017,11,16,4,2874
2017,12,29,4,2875
2016,1,21,1,2876
2016,1,21,1,2877
2016,1,15,1,2878
2016,1,15,1,2879
2016,1,15,1,2880
2016,9,19,3,2881
2016,9,19,3,2882
2014,2,21,1,2883
2016,11,11,4,2884
2016,1,30,1,2885
2016,10,18,4,2886
2017,12,18,4,2887
2017,12,18,4,2888
2017,12,18,4,2889
2017,2,11,1,2890
2014,4,29,2,2891
2014,4,29,2,2892
2017,10,23,4,2893
2017,10,23,4,2894
2017,10,23,4,2895
2017,10,23,4,2896
2014,3,30,1,2897
2016,4,1,2,2898
2015,4,26,2,2899
2015,12,9,4,2900
2015,12,9,4,2901
2017,11,9,4,2902
2016,12,6,4,2903
2016,6,27,2,2904
2016,6,27,2,2905
2014,9,26,3,2906
2017,3,11,1,2907
2017,3,11,1,2908
2017,3,11,1,2909
2017,2,19,1,2910
2015,5,11,2,2911
2014,6,16,2,2912
2014,6,16,2,2913
2014,6,16,2,2914
2015,12,10,4,2915
2015,12,10,4,2916
2015,12,10,4,2917
2017,8,27,3,2918
2016,11,23,4,2919
2016,11,23,4,2920
2016,11,23,4,2921
2017,1,30,1,2922
2015,11,30,4,2923
2014,6,28,2,2924
2014,2,9,1,2925
2014,2,9,1,2926
2017,10,7,4,2927
2017,4,6,2,2928
2017,10,19,4,2929
2017,11,18,4,2930
2015,8,8,3,2931
2015,8,8,3,2932
2015,8,8,3,2933
2016,6,12,2,2934
2016,6,12,2,2935
2016,6,12,2,2936
2016,6,12,2,2937
2016,6,12,2,2938
2016,6,12,2,2939
2016,6,12,2,2940
2017,3,25,1,2941
2017,3,25,1,2942
2017,3,25,1,2943
2017,11,19,4,2944
2017,11,19,4,2945
2016,4,11,2,2946
2017,12,14,4,2947
2017,12,14,4,2948
2017,12,14,4,2949
2017,12,11,4,2950
2017,12,11,4,2951
2017,12,11,4,2952
2017,12,11,4,2953
2017,12,11,4,2954
2017,12,11,4,2955
2016,8,18,3,2956
2017,6,27,2,2957
2017,4,5,2,2958
2015,12,24,4,2959
2015,12,24,4,2960
2017,4,26,2,2961
2017,4,26,2,2962
2017,12,16,4,2963
2017,12,16,4,2964
2017,12,16,4,2965
2017,12,16,4,2966
2014,12,27,4,2967
2014,12,27,4,2968
2017,6,11,2,2969
2017,6,11,2,2970
2017,6,11,2,2971
2017,6,11,2,2972
2017,6,11,2,2973
2017,12,16,4,2974
2015,7,5,3,2975
2015,7,5,3,2976
2017,4,12,2,2977
2017,3,10,1,2978
2014,1,13,1,2979
2015,12,6,4,2980
2015,12,6,4,2981
2014,12,7,4,2982
2014,12,7,4,2983
2014,6,12,2,2984
2014,6,12,2,2985
2016,5,25,2,2986
2016,5,25,2,2987
2016,5,25,2,2988
2016,2,21,1,2989
2016,2,21,1,2990
2016,2,21,1,2991
2016,2,21,1,2992
2016,2,10,1,2993
2017,11,3,4,2994
2016,9,9,3,2995
2014,7,14,3,2996
2014,6,21,2,2997
2014,6,21,2,2998
2014,6,21,2,2999
2014,6,21,2,3000
2014,6,21,2,3001
2014,6,21,2,3002
2015,5,7,2,3003
2017,12,16,4,3004
2016,8,9,3,3005
2014,5,17,2,3006
2017,10,13,4,3007
2014,10,24,4,3008
2016,5,12,2,3009
2016,7,25,3,3010
2017,4,17,2,3011
2017,4,17,2,3012
2017,4,17,2,3013
2017,4,17,2,3014
2017,4,17,2,3015
2015,9,17,3,3016
2016,8,23,3,3017
2016,8,23,3,3018
2016,8,23,3,3019
2015,8,11,3,3020
2015,8,11,3,3021
2015,8,11,3,3022
2015,8,11,3,3023
2017,11,17,4,3024
2015,8,11,3,3025
2015,8,11,3,3026
2017,4,22,2,3027
2014,8,24,3,3028
2017,12,17,4,3029
2016,3,24,1,3030
2015,9,21,3,3031
2015,9,21,3,3032
2016,11,21,4,3033
2017,9,16,3,3034
2015,11,6,4,3035
2015,11,6,4,3036
2015,11,6,4,3037
2015,11,6,4,3038
2015,11,6,4,3039
2017,3,10,1,3040
2016,5,5,2,3041
2017,11,9,4,3042
2017,11,9,4,3043
2017,11,9,4,3044
2015,4,30,2,3045
2017,6,11,2,3046
2017,6,11,2,3047
2014,9,30,3,3048
2017,2,4,1,3049
2017,2,4,1,3050
2017,6,10,2,3051
2017,6,10,2,3052
2017,6,10,2,3053
2016,9,4,3,3054
2016,9,4,3,3055
2015,8,28,3,3056
2017,10,19,4,3057
2017,10,19,4,3058
2017,10,19,4,3059
2017,10,19,4,3060
2016,7,11,3,3061
2017,3,3,1,3062
2015,11,27,4,3063
2015,11,27,4,3064
2017,3,13,1,3065
2017,3,13,1,3066
2017,3,13,1,3067
2017,3,13,1,3068
2017,3,13,1,3069
2017,11,30,4,3070
2014,11,17,4,3071
2014,11,17,4,3072
2014,11,17,4,3073
2016,3,1,1,3074
2015,3,10,1,3075
2014,7,20,3,3076
2014,7,20,3,3077
2014,7,20,3,3078
2014,5,21,2,3079
2017,4,9,2,3080
2017,4,9,2,3081
2017,5,27,2,3082
2017,5,27,2,3083
2014,1,28,1,3084
2017,9,2,3,3085
2017,9,2,3,3086
2017,9,2,3,3087
2017,9,2,3,3088
2017,3,31,1,3089
2017,3,31,1,3090
2016,3,3,1,3091
2016,3,3,1,3092
2016,3,3,1,3093
2015,8,23,3,3094
2015,8,23,3,3095
2015,8,23,3,3096
2015,8,23,3,3097
2017,4,27,2,3098
2017,4,27,2,3099
2017,4,14,2,3100
2017,4,14,2,3101
2017,12,22,4,3102
2017,12,22,4,3103
2016,8,12,3,3104
2017,3,23,1,3105
2016,7,25,3,3106
2017,10,7,4,3107
2016,7,17,3,3108
2016,7,17,3,3109
2016,7,17,3,3110
2016,7,17,3,3111
2016,7,17,3,3112
2016,8,23,3,3113
2016,8,23,3,3114
2016,8,23,3,3115
2016,8,23,3,3116
2016,8,23,3,3117
2016,8,23,3,3118
2015,11,6,4,3119
2015,11,6,4,3120
2015,11,6,4,3121
2015,11,6,4,3122
2015,11,6,4,3123
2015,11,6,4,3124
2015,11,6,4,3125
2015,11,6,4,3126
2017,8,9,3,3127
2017,2,10,1,3128
2014,12,16,4,3129
2014,12,16,4,3130
2014,12,16,4,3131
2014,12,16,4,3132
2014,8,24,3,3133
2014,8,24,3,3134
2017,12,11,4,3135
2017,12,11,4,3136
2017,12,11,4,3137
2017,12,11,4,3138
2017,12,11,4,3139
2017,12,11,4,3140
2015,4,25,2,3141
2014,12,12,4,3142
2017,9,25,3,3143
2017,9,25,3,3144
2016,5,9,2,3145
2017,11,2,4,3146
2017,11,2,4,3147
2014,6,30,2,3148
2016,7,6,3,3149
2014,12,20,4,3150
2015,12,15,4,3151
2015,12,15,4,3152
2015,12,15,4,3153
2015,12,15,4,3154
2017,7,20,3,3155
2014,3,8,1,3156
2015,8,24,3,3157
2015,8,24,3,3158
2016,3,26,1,3159
2016,3,26,1,3160
2014,12,9,4,3161
2014,9,21,3,3162
2014,9,21,3,3163
2014,9,21,3,3164
2014,9,21,3,3165
2014,9,21,3,3166
2014,9,21,3,3167
2016,10,29,4,3168
2016,5,28,2,3169
2016,5,28,2,3170
2017,12,21,4,3171
2016,3,21,1,3172
2016,3,21,1,3173
2016,3,21,1,3174
2017,11,11,4,3175
2017,9,23,3,3176
2017,9,23,3,3177
2017,10,9,4,3178
2017,5,12,2,3179
2017,5,12,2,3180
2017,5,12,2,3181
2017,9,11,3,3182
2017,9,11,3,3183
2017,9,11,3,3184
2017,9,11,3,3185
2014,7,11,3,3186
2014,7,11,3,3187
2017,12,3,4,3188
2017,10,20,4,3189
2017,10,20,4,3190
2015,12,27,4,3191
2017,2,10,1,3192
2017,4,6,2,3193
2014,1,9,1,3194
2014,1,9,1,3195
2016,8,8,3,3196
2017,7,22,3,3197
2015,10,7,4,3198
2014,1,12,1,3199
2017,12,18,4,3200
2014,5,18,2,3201
2014,5,18,2,3202
2014,10,11,4,3203
2014,10,11,4,3204
2014,10,11,4,3205
2014,10,11,4,3206
2014,10,11,4,3207
2014,10,11,4,3208
2016,9,1,3,3209
2016,9,1,3,3210
2017,9,22,3,3211
2017,9,22,3,3212
2014,12,23,4,3213
2016,5,26,2,3214
2016,5,26,2,3215
2017,8,7,3,3216
2014,5,13,2,3217
2017,10,11,4,3218
2017,10,11,4,3219
2015,2,10,1,3220
2015,2,10,1,3221
2015,2,10,1,3222
2014,2,10,1,3223
2014,2,10,1,3224
2014,2,10,1,3225
2014,2,10,1,3226
2014,2,10,1,3227
2014,2,10,1,3228
2014,2,10,1,3229
2014,11,8,4,3230
2017,1,9,1,3231
2017,4,16,2,3232
2017,4,16,2,3233
2017,4,16,2,3234
2016,4,24,2,3235
2016,1,15,1,3236
2016,2,5,1,3237
2016,2,5,1,3238
2016,11,20,4,3239
2016,11,20,4,3240
2016,11,20,4,3241
2016,1,2,1,3242
2017,3,31,1,3243
2017,1,12,1,3244
2017,1,12,1,3245
2017,10,12,4,3246
2017,10,12,4,3247
2017,10,12,4,3248
2016,9,17,3,3249
2016,9,17,3,3250
2016,12,23,4,3251
2017,4,17,2,3252
2017,10,27,4,3253
2017,10,27,4,3254
2016,8,7,3,3255
2016,8,7,3,3256
2015,9,8,3,3257
2016,9,12,3,3258
2016,9,12,3,3259
2016,11,13,4,3260
2014,11,14,4,3261
2014,11,17,4,3262
2014,11,17,4,3263
2014,11,17,4,3264
2016,4,3,2,3265
2014,11,10,4,3266
2014,11,10,4,3267
2014,5,22,2,3268
2014,5,22,2,3269
2014,7,15,3,3270
2014,7,15,3,3271
2015,12,27,4,3272
2015,9,2,3,3273
2017,8,5,3,3274
2017,2,11,1,3275
2017,2,11,1,3276
2014,5,4,2,3277
2014,5,4,2,3278
2014,5,4,2,3279
2014,5,4,2,3280
2014,5,4,2,3281
2014,9,17,3,3282
2014,9,17,3,3283
2014,9,30,3,3284
2014,12,9,4,3285
2017,2,20,1,3286
2017,2,20,1,3287
2015,12,13,4,3288
2015,12,13,4,3289
2015,12,13,4,3290
2015,12,13,4,3291
2016,10,30,4,3292
2014,12,26,4,3293
2014,12,26,4,3294
2014,8,15,3,3295
2017,1,10,1,3296
2015,5,23,2,3297
2015,5,23,2,3298
2017,11,16,4,3299
2014,11,18,4,3300
2014,11,18,4,3301
2014,11,18,4,3302
2014,11,18,4,3303
2014,11,18,4,3304
2014,12,30,4,3305
2014,12,30,4,3306
2014,12,30,4,3307
2014,12,30,4,3308
2014,12,30,4,3309
2015,5,11,2,3310
2016,9,17,3,3311
2016,3,20,1,3312
2014,9,27,3,3313
2014,9,27,3,3314
2017,12,24,4,3315
2017,12,24,4,3316
2017,10,11,4,3317
2015,11,9,4,3318
2015,11,9,4,3319
2014,12,20,4,3320
2014,12,20,4,3321
2014,12,20,4,3322
2015,7,23,3,3323
2015,7,23,3,3324
2014,11,11,4,3325
2014,11,11,4,3326
2014,11,11,4,3327
2014,11,11,4,3328
2014,11,11,4,3329
2014,11,11,4,3330
2014,11,11,4,3331
2017,12,14,4,3332
2017,12,14,4,3333
2017,12,14,4,3334
2017,8,21,3,3335
2017,8,21,3,3336
2017,8,21,3,3337
2017,8,21,3,3338
2017,8,21,3,3339
2017,8,21,3,3340
2017,8,21,3,3341
2016,8,27,3,3342
2016,8,27,3,3343
2016,8,27,3,3344
2016,8,27,3,3345
2016,8,27,3,3346
2016,8,27,3,3347
2015,8,13,3,3348
2017,5,11,2,3349
2016,8,17,3,3350
2016,12,26,4,3351
2014,9,23,3,3352
2014,9,23,3,3353
2014,7,19,3,3354
2014,7,19,3,3355
2014,7,19,3,3356
2014,7,19,3,3357
2017,7,9,3,3358
2016,6,5,2,3359
2016,6,5,2,3360
2015,4,6,2,3361
2015,4,6,2,3362
2015,12,13,4,3363
2015,12,13,4,3364
2016,7,16,3,3365
2014,1,31,1,3366
2014,9,7,3,3367
2014,9,7,3,3368
2015,11,21,4,3369
2015,11,21,4,3370
2016,3,25,1,3371
2017,9,23,3,3372
2017,9,23,3,3373
2015,4,12,2,3374
2015,4,12,2,3375
2015,4,12,2,3376
2015,4,12,2,3377
2016,1,11,1,3378
2017,3,17,1,3379
2017,3,17,1,3380
2017,11,23,4,3381
2017,8,27,3,3382
2015,4,12,2,3383
2015,4,12,2,3384
2015,4,12,2,3385
2017,7,10,3,3386
2017,7,10,3,3387
2017,7,10,3,3388
2017,7,10,3,3389
2017,7,10,3,3390
2017,3,25,1,3391
2014,9,8,3,3392
2014,9,8,3,3393
2014,11,22,4,3394
2017,10,6,4,3395
2017,1,7,1,3396
2017,1,7,1,3397
2017,1,7,1,3398
2014,11,21,4,3399
2014,11,21,4,3400
2014,11,21,4,3401
2014,11,21,4,3402
2015,4,5,2,3403
2017,5,29,2,3404
2015,10,17,4,3405
2014,4,23,2,3406
2014,4,23,2,3407
2014,4,23,2,3408
2017,4,30,2,3409
2016,9,20,3,3410
2016,9,20,3,3411
2016,9,20,3,3412
2016,9,20,3,3413
2016,9,20,3,3414
2016,2,9,1,3415
2016,2,9,1,3416
2015,4,27,2,3417
2015,4,27,2,3418
2015,6,9,2,3419
2016,5,28,2,3420
2016,5,28,2,3421
2016,5,28,2,3422
2016,5,28,2,3423
2016,5,28,2,3424
2015,9,24,3,3425
2015,9,24,3,3426
2017,3,7,1,3427
2017,3,7,1,3428
2017,3,7,1,3429
2017,8,12,3,3430
2017,8,12,3,3431
2017,8,12,3,3432
2017,5,12,2,3433
2017,5,12,2,3434
2015,9,27,3,3435
2015,9,27,3,3436
2017,10,30,4,3437
2017,10,30,4,3438
2017,10,30,4,3439
2015,11,29,4,3440
2014,11,3,4,3441
2017,11,19,4,3442
2017,11,19,4,3443
2016,7,29,3,3444
2015,12,6,4,3445
2016,6,8,2,3446
2017,11,6,4,3447
2016,7,10,3,3448
2014,8,9,3,3449
2014,8,9,3,3450
2014,8,9,3,3451
2014,3,16,1,3452
2015,1,3,1,3453
2015,9,7,3,3454
2016,2,20,1,3455
2017,9,16,3,3456
2017,9,16,3,3457
2017,9,16,3,3458
2017,9,16,3,3459
2017,9,16,3,3460
2017,5,11,2,3461
2015,2,20,1,3462
2016,11,25,4,3463
2017,3,12,1,3464
2015,10,9,4,3465
2015,10,9,4,3466
2015,10,9,4,3467
2016,12,14,4,3468
2015,6,4,2,3469
2016,1,12,1,3470
2017,12,11,4,3471
2017,12,11,4,3472
2017,3,3,1,3473
2017,3,3,1,3474
2016,11,27,4,3475
2016,11,27,4,3476
2014,8,31,3,3477
2016,8,12,3,3478
2016,8,12,3,3479
2016,8,12,3,3480
2014,7,4,3,3481
2014,8,27,3,3482
2014,8,27,3,3483
2014,8,27,3,3484
2016,10,21,4,3485
2016,11,30,4,3486
2017,5,9,2,3487
2015,2,7,1,3488
2015,2,7,1,3489
2015,2,7,1,3490
2015,2,7,1,3491
2015,2,7,1,3492
2017,9,24,3,3493
2017,9,24,3,3494
2017,9,24,3,3495
2016,8,8,3,3496
2016,8,8,3,3497
2016,8,8,3,3498
2016,9,29,3,3499
2016,9,29,3,3500
2016,9,29,3,3501
2017,10,4,4,3502
2017,10,4,4,3503
2016,12,18,4,3504
2014,6,20,2,3505
2014,6,20,2,3506
2014,6,20,2,3507
2014,6,20,2,3508
2014,6,20,2,3509
2014,6,20,2,3510
2014,6,20,2,3511
2017,4,9,2,3512
2017,4,9,2,3513
2017,4,9,2,3514
2016,12,20,4,3515
2016,9,8,3,3516
2016,9,8,3,3517
2016,9,8,3,3518
2015,6,22,2,3519
2015,10,4,4,3520
2016,11,21,4,3521
2016,11,21,4,3522
2016,5,9,2,3523
2016,11,24,4,3524
2017,10,12,4,3525
2017,10,12,4,3526
2017,10,12,4,3527
2016,6,24,2,3528
2015,9,17,3,3529
2016,5,19,2,3530
2016,5,28,2,3531
2014,4,18,2,3532
2014,4,18,2,3533
2014,4,18,2,3534
2014,4,18,2,3535
2016,6,17,2,3536
2014,9,5,3,3537
2014,9,5,3,3538
2014,9,5,3,3539
2014,9,5,3,3540
2016,9,18,3,3541
2016,9,18,3,3542
2016,9,18,3,3543
2017,12,23,4,3544
2017,12,23,4,3545
2017,10,30,4,3546
2017,10,30,4,3547
2017,10,30,4,3548
2017,10,30,4,3549
2016,3,29,1,3550
2016,3,29,1,3551
2016,3,29,1,3552
2017,11,23,4,3553
2014,3,23,1,3554
2014,3,23,1,3555
2017,1,12,1,3556
2017,1,12,1,3557
2017,7,11,3,3558
2017,7,11,3,3559
2017,4,9,2,3560
2017,4,9,2,3561
2017,4,9,2,3562
2017,4,9,2,3563
2016,3,7,1,3564
2016,3,7,1,3565
2017,7,9,3,3566
2016,9,9,3,3567
2017,3,7,1,3568
2017,3,7,1,3569
2017,3,7,1,3570
2017,3,7,1,3571
2017,6,29,2,3572
2017,7,8,3,3573
2017,7,8,3,3574
2015,3,19,1,3575
2016,7,6,3,3576
