Product_ID,Category,Sub_Category,Name
830,Furniture,Tables,Hon 4060 Series Tables
831,Office Supplies,Art,Newell 326
832,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390
833,Office Supplies,Art,Newell 346
834,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4"
835,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets"
836,Office Supplies,Fasteners,Staples
837,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13"
838,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector
839,Office Supplies,Paper,Xerox 1905
840,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order"
841,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9"""
842,Technology,Phones,Apple iPhone 5C
843,Office Supplies,Art,Newell 351
844,Office Supplies,Envelopes,Staple envelope
845,Furniture,Tables,KI Adjustable-Height Table
846,Office Supplies,Paper,Xerox 1945
847,Office Supplies,Labels,Avery 502
848,Office Supplies,Storage,Steel Personal Filing/Posting Tote
849,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray"
850,Office Supplies,Paper,Xerox 1896
851,Office Supplies,Binders,Cardinal Slant-D Ring Binders
852,Office Supplies,Fasteners,Stockwell Push Pins
853,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer
854,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum
855,Office Supplies,Fasteners,Staples
856,Office Supplies,Binders,Acco Expandable Hanging Binders
857,Technology,Phones,Shocksock Galaxy S4 Armband
858,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine
859,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke"
860,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack"
861,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h"
862,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table"
863,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs
864,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'"
865,Technology,Phones,PowerGen Dual USB Car Charger
866,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips"
867,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx"
868,Office Supplies,Paper,Xerox 1996
869,Office Supplies,Storage,Iris Project Case
870,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11"""
871,Office Supplies,Binders,ACCOHIDE Binder by Acco
872,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack"
873,Office Supplies,Labels,Staple-on labels
874,Furniture,Chairs,Harbour Creations Steel Folding Chair
875,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster
876,Office Supplies,Art,"OIC #2 Pencils, Medium Soft"
877,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4
878,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets
879,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit"
880,Technology,Phones,Toshiba IPT2010-SD IP Telephone
881,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs
882,Office Supplies,Paper,Xerox 1924
883,Furniture,Furnishings,Ultra Door Push Plate
884,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac
885,Furniture,Chairs,Global Chrome Stack Chair
886,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish"
887,Office Supplies,Art,Newell 315
888,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones
889,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders
890,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry"
891,Technology,Phones,Samsung Galaxy Note 2
892,Technology,Phones,GE DSL Phone Line Filter
893,Office Supplies,Paper,Easy-staple paper
894,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black
895,Office Supplies,Storage,Fellowes Econo/Stor Drawers
896,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters
897,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13"
898,Technology,Copiers,Canon Imageclass D680 Copier / Fax
899,Furniture,Furnishings,24-Hour Round Wall Clock
900,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets
901,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony"
902,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener
903,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset
904,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine
905,Office Supplies,Envelopes,Fashion Color Clasp Envelopes
906,Furniture,Tables,Hon Non-Folding Utility Tables
907,Furniture,Bookcases,Bestar Classic Bookcase
908,Office Supplies,Art,Staples in misc. colors
909,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back
910,Office Supplies,Art,Sanford Pocket Accent Highlighters
911,Technology,Phones,Mitel MiVoice 5330e IP Phone
912,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps
913,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock
914,Office Supplies,Storage,Tennsco Double-Tier Lockers
915,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit
916,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3"""
917,Office Supplies,Art,Pencil and Crayon Sharpener
918,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”"
919,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus
920,Office Supplies,Binders,"Performers Binder/Pad Holder, Black"
921,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame
922,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display
923,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener
924,Technology,Accessories,Memorex Froggy Flash Drive 4 GB
925,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack"
926,Technology,Phones,Geemarc AmpliPOWER60
927,Office Supplies,Labels,Avery 48
928,Office Supplies,Binders,Avery Arch Ring Binders
929,Office Supplies,Paper,Xerox 1915
930,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages
931,Office Supplies,Art,Colorific Watercolor Pencils
932,Office Supplies,Art,BIC Liqua Brite Liner
933,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1"""
934,Office Supplies,Paper,Xerox 1973
935,Office Supplies,Binders,GBC Binding covers
936,Furniture,Bookcases,Sauder Cornerstone Collection Library
937,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black"
938,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with
939,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip
940,Furniture,Chairs,Hon Valutask Swivel Chairs
941,Office Supplies,Labels,Avery 517
942,Office Supplies,Labels,Avery 477
943,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream"
944,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case"
945,Technology,Accessories,Memorex Froggy Flash Drive 8 GB
946,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor
947,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book
948,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines
949,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener
950,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter"
951,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black"
952,Furniture,Furnishings,Tensor Computer Mounted Lamp
953,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone
954,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk"
955,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone
956,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener
957,Office Supplies,Labels,Avery 494
958,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”"
959,Office Supplies,Art,Newell 35
960,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders
961,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders
962,Office Supplies,Storage,Hanging Personal Folder File
963,Office Supplies,Paper,Xerox 1909
964,Furniture,Chairs,"Leather Task Chair, Black"
965,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5"""
966,Technology,Phones,Digium D40 VoIP phone
967,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner
968,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard
969,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo
970,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2"""
971,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table"
972,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum
973,Office Supplies,Paper,Xerox 1934
974,Office Supplies,Art,Newell 329
975,Technology,Phones,Panasonic KX T7731-B Digital phone
976,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black"
977,Office Supplies,Paper,White Computer Printout Paper by Universal
978,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere
979,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black"
980,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers
981,Furniture,Tables,"Bevis Oval Conference Table, Walnut"
982,Furniture,Tables,Hon 61000 Series Interactive Training Tables
983,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11"""
984,Office Supplies,Paper,Xerox 217
985,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish"
986,Office Supplies,Paper,Xerox 189
987,Furniture,Tables,KI Adjustable-Height Table
988,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener
989,Office Supplies,Binders,GBC Recycled Regency Composition Covers
990,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7"
991,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone
992,Office Supplies,Paper,Petty Cash Envelope
993,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room
994,Technology,Phones,Samsung Rugby III
995,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1"""
996,Office Supplies,Binders,Canvas Sectional Post Binders
997,Office Supplies,Paper,Strathmore Photo Mount Cards
998,Office Supplies,Paper,Xerox 203
999,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset
1000,Office Supplies,Binders,Storex Dura Pro Binders
1001,Office Supplies,Paper,Xerox 1948
1002,Furniture,Chairs,Global Super Steno Chair
1003,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4
1004,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders
1005,Technology,Phones,OtterBox Defender Series Case - iPhone 5c
1006,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders
1007,Office Supplies,Binders,Surelock Post Binders
1008,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer
1009,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs
1010,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables"
1011,Furniture,Furnishings,DAX Wood Document Frame
1012,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges
1013,Furniture,Chairs,Global Executive Mid-Back Manager's Chair
1014,Office Supplies,Paper,Xerox 1946
1015,Office Supplies,Art,Newell 320
1016,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy"
1017,Office Supplies,Art,Newell 340
1018,Office Supplies,Labels,Avery 506
1019,Office Supplies,Paper,Xerox 192
1020,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright)
1021,Office Supplies,Storage,X-Rack File for Hanging Folders
1022,Office Supplies,Paper,Xerox 199
1023,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive
1024,Office Supplies,Fasteners,Staples
1025,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone
1026,Technology,Accessories,Logitech Trackman Marble Mouse
1027,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages"
1028,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers
1029,Office Supplies,Paper,Xerox 197
1030,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4"
1031,Furniture,Tables,Hon 2111 Invitation Series Corner Table
1032,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer
1033,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements
1034,Office Supplies,Art,Newell 325
1035,Office Supplies,Paper,Xerox 1970
1036,Office Supplies,Art,12 Colored Short Pencils
1037,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange"
1038,Office Supplies,Fasteners,Rubber Band Ball
1039,Office Supplies,Paper,Loose Memo Sheets
1040,Office Supplies,Paper,Xerox 1988
1041,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black"
1042,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit
1043,Office Supplies,Storage,"Rogers Jumbo File, Granite"
1044,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags"
1045,Furniture,Furnishings,Eldon Wave Desk Accessories
1046,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray"
1047,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags
1048,Office Supplies,Labels,Avery 481
1049,Office Supplies,Art,Newell 310
1050,Office Supplies,Envelopes,Staple envelope
1051,Office Supplies,Art,Newell 319
1052,Office Supplies,Labels,Avery 518
1053,Office Supplies,Storage,Sensible Storage WireTech Storage Systems
1054,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0
1055,Office Supplies,Binders,GBC Imprintable Covers
1056,Office Supplies,Art,Newell 347
1057,Office Supplies,Envelopes,Pastel Pink Envelopes
1058,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard
1059,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder
1060,Office Supplies,Paper,Xerox 1949
1061,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit"
1062,Office Supplies,Paper,Xerox 1886
1063,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes"
1064,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color"
1065,Technology,Phones,Pyle PRT45 Retro Home Telephone
1066,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams
1067,Furniture,Bookcases,Sauder Inglewood Library Bookcases
1068,Office Supplies,Paper,Xerox 1901
1069,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors
1070,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped"
1071,Office Supplies,Art,Prang Drawing Pencil Set
1072,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black"
1073,Office Supplies,Art,Newell 307
1074,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener
1075,Office Supplies,Binders,Avery Binder Labels
1076,Technology,Phones,VTech DS6151
1077,Technology,Accessories,V7 USB Numeric Keypad
1078,Office Supplies,Art,Peel-Off China Markers
1079,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers
1080,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"
1081,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"
1082,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse
1083,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System
1084,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke"
1085,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top
1086,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker
1087,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)
1088,Technology,Copiers,Canon PC940 Copier
1089,Office Supplies,Paper,Multicolor Computer Printout Paper
1090,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box"
1091,Office Supplies,Binders,Catalog Binders with Expanding Posts
1092,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone
1093,Office Supplies,Paper,Xerox 1940
1094,Office Supplies,Paper,Xerox 1986
1095,Office Supplies,Fasteners,Binder Clips by OIC
1096,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders"
1097,Technology,Phones,RCA Visys Integrated PBX 8-Line Router
1098,Office Supplies,Binders,GBC VeloBind Cover Sets
1099,Office Supplies,Fasteners,Colored Push Pins
1100,Technology,Accessories,Logitech G105 Gaming Keyboard
1101,Office Supplies,Paper,Xerox 1925
1102,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3
1103,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame
1104,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit
1105,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets"
1106,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch
1107,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive
1108,Technology,Accessories,Memorex Micro Travel Drive 16 GB
1109,Office Supplies,Labels,Avery 497
1110,Office Supplies,Fasteners,Staples
1111,Office Supplies,Labels,Avery 500
1112,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page"
1113,Office Supplies,Paper,Rediform Voice Mail Log Books
1114,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak
1115,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2
1116,Technology,Accessories,Logitech G600 MMO Gaming Mouse
1117,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish"
1118,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator
1119,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum
1120,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection
1121,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black"
1122,Office Supplies,Paper,White GlueTop Scratch Pads
1123,Office Supplies,Appliances,Holmes HEPA Air Purifier
1124,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem"
1125,Office Supplies,Paper,Xerox 231
1126,Office Supplies,Paper,Easy-staple paper
1127,Furniture,Tables,Hon 2111 Invitation Series Straight Table
1128,Office Supplies,Paper,Xerox 1962
1129,Technology,Phones,Wilson Electronics DB Pro Signal Booster
1130,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish"
1131,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black"
1132,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish"
1133,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11
1134,Office Supplies,Labels,Avery 478
1135,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
1136,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders
1137,Office Supplies,Art,Blackstonian Pencils
1138,Office Supplies,Paper,Xerox 1919
1139,Office Supplies,Paper,Tops Wirebound Message Log Books
1140,Technology,Phones,AT&T CL82213
1141,Technology,Accessories,Maxell LTO Ultrium - 800 GB
1142,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat
1143,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black"
1144,Technology,Phones,GE 30522EE2
1145,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size"
1146,Technology,Accessories,Logitech Wireless Marathon Mouse M705
1147,Technology,Phones,Mediabridge Sport Armband iPhone 5s
1148,Furniture,Furnishings,DAX Cubicle Frames - 8x10
1149,Office Supplies,Paper,Xerox 1929
1150,Office Supplies,Labels,Avery 501
1151,Office Supplies,Labels,Avery 513
1152,Office Supplies,Appliances,Harmony Air Purifier
1153,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black"
1154,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room
1155,Furniture,Chairs,"Global Stack Chair with Arms, Black"
1156,Office Supplies,Paper,Xerox 206
1157,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock"
1158,Technology,Phones,Samsung Galaxy S4 Mini
1159,Technology,Phones,Apple iPhone 5
1160,Technology,Phones,Polycom VVX 310 VoIP phone
1161,Technology,Machines,Bady BDG101FRU Card Printer
1162,Office Supplies,Paper,Xerox 1998
1163,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner
1164,Furniture,Chairs,Hon Olson Stacker Stools
1165,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36"""
1166,Furniture,Furnishings,Flat Face Poster Frame
1167,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins"
1168,Office Supplies,Paper,Xerox 1981
1169,Office Supplies,Paper,Tops White Computer Printout Paper
1170,Office Supplies,Art,Staples in misc. colors
1171,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets"
1172,Technology,Phones,Classic Ivory Antique Telephone ZL1810
1173,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish"
1174,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock"
1175,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone
1176,Office Supplies,Paper,Xerox 211
1177,Office Supplies,Storage,Tennsco Industrial Shelving
1178,Office Supplies,Art,Newell 334
1179,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer"
1180,Furniture,Tables,Safco Drafting Table
1181,Office Supplies,Envelopes,Staple envelope
1182,Office Supplies,Labels,Avery 510
1183,Furniture,Furnishings,Ultra Door Pull Handle
1184,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers
1185,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case"
1186,Office Supplies,Art,Newell 309
1187,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System
1188,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure
1189,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine
1190,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black"
1191,Furniture,Chairs,Global Comet Stacking Armless Chair
1192,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets
1193,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame
1194,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7"
1195,Office Supplies,Paper,Xerox 1891
1196,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer
1197,Office Supplies,Labels,Avery 474
1198,Technology,Phones,Panasonic KX T7736-B Digital phone
1199,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine
1200,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs
1201,Office Supplies,Storage,Staple magnet
1202,Technology,Phones,Cisco SPA 502G IP Phone
1203,Technology,Phones,Avaya 4621SW VoIP phone
1204,Office Supplies,Paper,Xerox 214
1205,Technology,Phones,Motorola Moto X
1206,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases
1207,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo
1208,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements
1209,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H"
1210,Office Supplies,Art,BIC Brite Liner Grip Highlighters
1211,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive
1212,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room"
1213,Technology,Accessories,Imation Clip USB flash drive - 8 GB
1214,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders
1215,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor
1216,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L"
1217,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings
1218,Technology,Accessories,Belkin Standard 104 key USB Keyboard
1219,Technology,Phones,Avaya IP Phone 1140E VoIP phone
1220,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki"
1221,Office Supplies,Art,Newell 321
1222,Technology,Phones,Jabra Supreme Plus Driver Edition Headset
1223,Office Supplies,Binders,Binder Posts
1224,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base
1225,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
1226,Office Supplies,Paper,Xerox 1978
1227,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear"
1228,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth
1229,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator
1230,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish"
1231,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black
1232,Office Supplies,Paper,Southworth Parchment Paper & Envelopes
1233,Office Supplies,Storage,"Tennsco Lockers, Sand"
1234,Office Supplies,Paper,Xerox 1922
1235,Office Supplies,Binders,GBC Personal VeloBind Strips
1236,Furniture,Chairs,Novimex Fabric Task Chair
1237,Furniture,Furnishings,"Master Big Foot Doorstop, Beige"
1238,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000
1239,Office Supplies,Fasteners,Staples
1240,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite"
1241,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""
1242,Office Supplies,Paper,Xerox 1952
1243,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg"
1244,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset
1245,Furniture,Tables,Hon 94000 Series Round Tables
1246,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard
1247,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural"
1248,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations
1249,Office Supplies,Labels,Avery 52
